ID,Purpose,Purpose Code,Amount,Frequency
1086,D,4,952,10.17
1087,D,4,774,9.47
1088,C,3,15109,17.09
1089,A,1,50205,9.68
1090,A,1,51575,5.31
1091,A,1,49563,3.53
1092,A,1,47349,8.15
1093,C,3,13147,23.81
1094,C,3,20867,18.73
1095,C,3,22412,16.53
1096,D,4,1354,7.92
1097,A,1,50420,7.59
1098,D,4,804,10.77
1099,B,2,430,3.7
1100,D,4,396,10.38
1101,D,4,858,12.32
1102,D,4,600,10.41
1103,D,4,1341,14.01
1104,C,3,12782,12.07
1105,D,4,206,10.39
1106,A,1,50070,10.71
1107,D,4,1306,8.86
1108,D,4,1055,9.41
1109,D,4,887,13.43
1110,B,2,5281,2.99
1111,B,2,3349,3.4
1112,B,2,3907,4.18
1113,D,4,1187,11.84
1114,B,2,19,3.44
1115,B,2,2225,4.51
1116,B,2,2569,3.69
1117,C,3,18216,11.29
1118,A,1,47981,7.7
1119,C,3,15120,9.65
1120,C,3,16330,17.2
1121,C,3,14214,19.18
1122,A,1,45049,10.33
1123,A,1,45999,6.91
1124,D,4,1440,10.16
1125,C,3,7494,14.91
1126,B,2,2867,4.03
1127,D,4,444,8.75
1128,B,2,3664,3.41
1129,B,2,654,3.36
1130,B,2,2218,3.28
1131,A,1,45784,2.62
1132,A,1,51892,5.17
1133,D,4,218,12.82
1134,B,2,1955,3.48
1135,D,4,293,7.65
1136,D,4,906,11.26
1137,D,4,1170,8.64
1138,D,4,624,9.37
1139,B,2,3277,2.17
1140,B,2,968,3.22
1141,D,4,1050,8.78
1142,C,3,9563,13.03
1143,A,1,51754,8.19
1144,D,4,1365,11.25
1145,C,3,12693,13.78
1146,A,1,48707,8.91
1147,C,3,13492,10.87
1148,A,1,44584,9.58
1149,A,1,49313,8.84
1150,D,4,1614,9.84
1151,A,1,46091,5.77
1152,C,3,20594,22.15
1153,B,2,3460,4.4
1154,B,2,6572,3.51
1155,A,1,49997,6.86
1156,D,4,331,12.53
1157,B,2,3693,4.13
1158,A,1,49612,6.44
1159,C,3,24124,14.45
1160,D,4,173,7.88
1161,C,3,20057,12.68
1162,B,2,54,1.15
1163,D,4,200,7.45
1164,C,3,24516,10.02
1165,A,1,49463,7.02
1166,C,3,11171,11.86
1167,D,4,1193,9.62
1168,C,3,12261,12.19
1169,D,4,573,10.09
1170,C,3,24650,16.2
1171,B,2,3152,2.8
1172,A,1,50410,7.63
1173,C,3,17836,15.75
1174,D,4,1163,12.49
1175,C,3,14687,14.08
1176,C,3,3289,17.1
1177,D,4,3,10.69
1178,A,1,55065,8.08
1179,D,4,1215,12.14
1180,B,2,2670,3.78
1181,C,3,24550,19.5
1182,A,1,48453,4.31
1183,A,1,47182,7.13
1184,B,2,364,2.82
1185,C,3,18649,15.55
1186,D,4,728,11.26
1187,C,3,15535,14.37
1188,A,1,51193,4.33
1189,D,4,59,9.45
1190,B,2,674,2.03
1191,C,3,18207,11.94
1192,D,4,1164,11.64
1193,A,1,53166,7.08
1194,A,1,49984,7.31
1195,A,1,45093,7.41
1196,A,1,49905,7.82
1197,A,1,49082,8.5
1198,D,4,479,11.53
1199,B,2,1758,3.17
1200,B,2,113,3.53
1201,B,2,732,1.55
1202,C,3,9938,20.13
1203,D,4,2138,11.23
1204,C,3,20922,15.4
1205,A,1,49347,6.84
1206,C,3,16482,18.05
1207,B,2,1515,4.44
1208,B,2,2837,2.93
1209,D,4,342,10.76
1210,A,1,48046,9.78
1211,D,4,890,9.56
1212,B,2,1411,3.74
1213,A,1,48657,4.38
1214,B,2,4434,2.3
1215,D,4,392,9.51
1216,D,4,473,10.83
1217,D,4,666,6.96
1218,B,2,3851,2.55
1219,B,2,3870,4
1220,C,3,17443,15.62
1221,D,4,1363,10.55
1222,D,4,769,7.9
1223,D,4,1008,11.44
1224,C,3,16915,14.26
1225,C,3,22586,18.21
1226,D,4,1180,8.84
1227,A,1,52105,8.36
1228,C,3,18125,16.79
1229,C,3,9490,16.42
1230,B,2,2298,3.25
1231,B,2,763,3.9
1232,D,4,521,10.51
1233,A,1,48796,3.26
1234,B,2,813,1.82
1235,B,2,3787,4.04
1236,D,4,978,14.82
1237,A,1,55309,5.8
1238,B,2,6805,3.13
1239,D,4,883,10.46
1240,B,2,6690,3.54
1241,A,1,52320,4.84
1242,B,2,2061,2.37
1243,A,1,48240,9.46
1244,C,3,13468,17.8
1245,C,3,15424,16.3
1246,C,3,9210,15.82
1247,C,3,8952,16.37
1248,D,4,1395,13.32
1249,D,4,1252,12.87
1250,A,1,43790,3.85
1251,D,4,1125,10.75
1252,B,2,3834,3.68
1253,A,1,45961,11.24
1254,D,4,1029,7.8
1255,A,1,52545,8.3
1256,A,1,55418,4.37
1257,C,3,21099,14.38
1258,D,4,406,13.18
1259,A,1,51842,7.08
1260,C,3,21560,16.19
1261,B,2,5968,3.28
1262,B,2,795,3.28
1263,A,1,47077,4.38
1264,A,1,54332,7.28
1265,C,3,16134,8.83
1266,C,3,10269,16.36
1267,C,3,10982,14.29
1268,C,3,14087,16.68
1269,D,4,751,11
1270,A,1,52492,6.4
1271,A,1,50485,8.72
1272,B,2,2449,4.79
1273,B,2,5939,5.09
1274,D,4,432,12.38
1275,D,4,1084,10.85
1276,A,1,51075,7.18
1277,D,4,1317,13.41
1278,C,3,4963,20.63
1279,A,1,49248,5.11
1280,B,2,2970,3.04
1281,D,4,816,11.65
1282,C,3,11231,15.65
1283,C,3,9585,18.8
1284,C,3,17473,16.17
1285,B,2,62,3.83
1286,C,3,13586,16.65
1287,B,2,2510,1.1
1288,C,3,13383,15.49
1289,A,1,45525,8.8
1290,D,4,332,9.9
1291,B,2,1861,1.51
1292,B,2,1725,1.88
1293,D,4,820,10.87
1294,C,3,15059,12.98
1295,D,4,1188,6.76
1296,B,2,1427,2.47
1297,C,3,13408,19.02
1298,C,3,21403,13.02
1299,B,2,783,2.07
1300,C,3,20139,16.27
1301,D,4,1749,8.04
1302,A,1,47485,5.67
1303,C,3,14897,12.48
1304,D,4,284,12.59
1305,A,1,52966,7.24
1306,C,3,18628,16.26
1307,D,4,750,11.03
1308,C,3,19281,16.72
1309,C,3,16453,22.83
1310,B,2,2892,4.33
1311,D,4,1693,11.12
1312,B,2,696,3.78
1313,D,4,472,10.77
1314,C,3,18414,12.24
1315,A,1,47875,6.82
1316,B,2,2545,4.47
1317,C,3,14290,15.28
1318,C,3,16195,15.22
1319,A,1,49317,2.79
1320,C,3,13569,20.83
1321,D,4,506,10.42
1322,B,2,3514,3.4
1323,C,3,10246,19.09
1324,B,2,2989,3.57
1325,D,4,791,12.26
1326,C,3,10185,14.91
1327,B,2,1711,1.67
1328,D,4,774,6.76
1329,D,4,418,9.34
1330,D,4,433,10.48
1331,A,1,48618,10.74
1332,D,4,666,8.59
1333,B,2,2851,3.4
1334,A,1,50556,5.53
1335,B,2,3722,3.13
1336,C,3,17511,15.59
1337,D,4,1447,8.45
1338,C,3,18335,16.49
1339,C,3,5315,12.92
1340,D,4,1197,9.75
1341,C,3,13928,21.9
1342,D,4,1402,13.33
1343,A,1,50974,5.62
1344,D,4,112,6.86
1345,D,4,386,9.44
1346,A,1,49130,5.09
1347,B,2,7980,2.22
1348,D,4,753,11.62
1349,C,3,13543,13.37
1350,C,3,15140,17.9
1351,D,4,134,7.26
1352,B,2,2345,3.15
1353,C,3,10896,16.38
1354,B,2,2891,3.02
1355,B,2,3688,4.18
1356,B,2,1055,3.77
1357,C,3,18120,18.03
1358,A,1,51704,7.57
1359,C,3,10400,12.27
1360,D,4,536,8.74
1361,B,2,782,2.84
1362,C,3,22386,20.26
1363,B,2,2793,2.9
1364,D,4,611,8.17
1365,B,2,1276,2.71
1366,D,4,1157,9.19
1367,B,2,563,2.87
1368,C,3,12310,16.17
1369,B,2,4864,2.34
1370,B,2,1381,3.99
1371,D,4,1066,12.55
1372,B,2,3327,4.47
1373,B,2,775,3.3
1374,A,1,47561,8.06
1375,B,2,3114,1.45
1376,A,1,52367,10.48
1377,D,4,1533,8.13
1378,D,4,1674,10.77
1379,D,4,337,9.05
1380,B,2,4370,4.03
1381,B,2,3053,3.51
1382,D,4,860,8.33
1383,C,3,15707,13.43
1384,C,3,16727,14.66
1385,B,2,1241,3.41
1386,D,4,613,8.18
1387,C,3,11145,16.53
1388,B,2,4365,0.97
1389,A,1,57316,3.53
1390,D,4,741,11.83
1391,C,3,9105,20.04
1392,A,1,40615,4.1
1393,C,3,15578,15.66
1394,C,3,8927,10.28
1395,A,1,49285,4.97
1396,C,3,13383,16.99
1397,A,1,50694,8.5
1398,B,2,2864,3.49
1399,C,3,13937,17.6
1400,A,1,47996,5.69
1401,A,1,47277,7.27
1402,B,2,6304,3.45
1403,B,2,586,3.24
1404,B,2,1526,1.41
1405,A,1,50730,4.12
1406,A,1,49113,4.17
1407,B,2,3206,3.1
1408,A,1,55142,10.04
1409,B,2,3250,1.96
1410,B,2,4049,4.47
1411,C,3,24150,19.17
1412,A,1,55932,6
1413,C,3,9530,9.64
1414,C,3,12237,21.14
1415,C,3,18063,20.64
1416,B,2,788,2.35
1417,A,1,43038,7.36
1418,C,3,16521,17.21
1419,B,2,1821,3.59
1420,A,1,42900,3.65
1421,B,2,4092,1.93
1422,D,4,598,8.5
1423,B,2,710,3.8
1424,A,1,52721,5.45
1425,B,2,3981,2.29
1426,A,1,47338,6.65
1427,B,2,4207,2.91
1428,B,2,1739,4.41
1429,D,4,817,10.01
1430,B,2,2393,2.17
1431,C,3,20948,14.92
1432,D,4,1280,6.1
1433,D,4,859,6.86
1434,A,1,51126,4.46
1435,C,3,10036,14.1
1436,D,4,1429,11.98
1437,B,2,3218,3.52
1438,D,4,141,9.22
1439,B,2,2038,2.79
1440,D,4,631,10.72
1441,B,2,2615,2
1442,D,4,269,7.75
1443,A,1,49389,4.51
1444,D,4,1462,10.01
1445,A,1,54397,8.21
1446,A,1,51961,4.7
1447,A,1,52131,7.66
1448,C,3,17751,14.52
1449,D,4,387,9.54
1450,A,1,56188,4.57
1451,A,1,50874,10.22
1452,D,4,645,9.89
1453,C,3,16972,12.04
1454,A,1,48234,6.23
1455,A,1,48312,8.59
1456,C,3,16774,13.39
1457,C,3,8688,14.43
1458,B,2,1814,2.76
1459,B,2,5773,2.7
1460,A,1,51504,8.3
1461,A,1,44156,8.7
1462,D,4,878,12.69
1463,D,4,329,8.98
1464,D,4,1613,9.55
1465,C,3,11347,10.96
1466,A,1,54183,6.36
1467,B,2,1985,3.61
1468,C,3,13796,14.38
1469,C,3,12090,19.95
1470,C,3,12252,10.78
1471,D,4,1015,11.52
1472,A,1,49457,6.24
1473,C,3,9740,17.51
1474,A,1,54942,9.24
1475,C,3,9407,17.66
1476,B,2,333,3.04
1477,A,1,46004,7.63
1478,D,4,1071,6.31
1479,B,2,3266,1.82
1480,D,4,1787,7.2
1481,C,3,26743,13.59
1482,D,4,713,9.56
1483,B,2,3373,3.03
1484,B,2,4492,3.54
1485,C,3,20735,19.27
1486,C,3,12346,15.71
1487,A,1,51825,2.7
1488,B,2,1134,1.72
1489,C,3,15167,17.66
1490,D,4,289,9.71
1491,D,4,778,11.99
1492,C,3,9988,16.94
1493,A,1,48922,7.37
1494,A,1,49668,6.08
1495,C,3,14586,14.23
1496,A,1,54205,8.72
1497,D,4,489,6.18
1498,A,1,48990,9.28
1499,D,4,396,12.78
1500,C,3,11994,12.86
1501,B,2,4770,3.67
1502,C,3,15885,16.64
1503,A,1,50661,4.3
1504,D,4,1183,8.05
1505,A,1,49479,6.78
1506,C,3,21286,14.32
1507,D,4,1005,8.82
1508,B,2,2832,2.46
1509,C,3,8667,14.24
1510,B,2,1273,2.49
1511,B,2,1559,5.15
1512,C,3,18799,17.77
1513,D,4,966,10.59
1514,A,1,48255,5.95
1515,D,4,708,10.78
1516,D,4,592,8.77
1517,B,2,2957,3.65
1518,D,4,326,11.99
1519,B,2,2202,4.2
1520,C,3,14771,21.54
1521,D,4,901,7.18
1522,B,2,1167,2.48
1523,A,1,53186,5.08
1524,B,2,1625,2.43
1525,A,1,56573,7.99
1526,C,3,14743,11.64
1527,B,2,1740,3.29
1528,A,1,53966,4.94
1529,A,1,46412,7.38
1530,C,3,13571,17.47
1531,D,4,272,10.84
1532,D,4,154,9.89
1533,A,1,54897,4.99
1534,A,1,51221,8.5
1535,B,2,870,3.97
1536,C,3,17421,16.18
1537,B,2,1030,4.8
1538,C,3,14458,17.48
1539,C,3,9790,19.98
1540,C,3,13231,14.24
1541,C,3,16212,15.27
1542,D,4,154,11.22
1543,C,3,14952,13.45
1544,B,2,380,3.87
1545,A,1,50754,8.42
1546,C,3,18369,16.72
1547,C,3,20051,21.47
1548,D,4,703,10.63
1549,D,4,1463,11.66
1550,B,2,1156,4.17
1551,C,3,11391,18.04
1552,D,4,1273,13.46
1553,D,4,43,7.78
1554,A,1,50275,3.07
1555,D,4,413,10.76
1556,D,4,904,8.46
1557,B,2,2853,4.47
1558,B,2,2057,4.53
1559,B,2,954,1.86
1560,B,2,1221,4.41
1561,A,1,47128,6.76
1562,A,1,48565,5.32
1563,D,4,1109,10.14
1564,A,1,50103,6.04
1565,A,1,54382,4.1
1566,C,3,10336,20.51
1567,B,2,3720,1.98
1568,D,4,513,8.13
1569,C,3,23790,16.25
1570,A,1,40619,11.18
1571,D,4,223,10.89
1572,C,3,10854,13
1573,B,2,584,1.47
1574,C,3,19675,12.49
1575,B,2,3793,3.32
1576,D,4,823,9.28
1577,D,4,578,8.81
1578,C,3,15206,19.8
1579,C,3,13458,15.08
1580,C,3,21188,11.38
1581,A,1,49258,6.29
1582,A,1,51056,3.7
1583,D,4,741,8.55
1584,C,3,18482,20.29
1585,B,2,4880,3.77
1586,A,1,48074,6.73
1587,A,1,52959,7.53
1588,B,2,2768,3.91
1589,B,2,2770,4.64
1590,A,1,42182,4.11
1591,C,3,19084,8.14
1592,D,4,313,5.49
1593,C,3,15314,16.55
1594,A,1,54373,3.16
1595,C,3,18993,21.62
1596,C,3,14718,16.93
1597,C,3,15083,19.02
1598,B,2,3032,3.25
1599,A,1,52817,6.82
1600,C,3,6117,17.02
1601,C,3,14749,19.88
1602,B,2,1662,3.5
1603,D,4,493,9.23
1604,B,2,3579,2.83
1605,C,3,10694,14.79
1606,C,3,16557,13.14
1607,C,3,23081,16.29
1608,C,3,11506,14.54
1609,C,3,17156,13.33
1610,B,2,1006,2.49
1611,D,4,608,11.24
1612,B,2,272,4.3
1613,A,1,50246,7.76
1614,C,3,12269,17.84
1615,D,4,983,10.65
1616,B,2,1678,2.38
1617,B,2,6748,4.41
1618,B,2,2260,3.44
1619,A,1,47137,8.27
1620,D,4,895,11.69
1621,A,1,50054,9.86
1622,C,3,16632,12.14
1623,A,1,48507,7.22
1624,A,1,54046,7.76
1625,D,4,237,10.65
1626,B,2,2324,2.07
1627,A,1,52535,8.56
1628,D,4,584,8.09
1629,A,1,53617,3.19
1630,B,2,5382,3.44
1631,B,2,1366,3.81
1632,C,3,23492,14.59
1633,B,2,3033,4.24
1634,D,4,1289,12.54
1635,C,3,15670,19.32
1636,B,2,1434,3.25
1637,A,1,50655,8.43
1638,A,1,57134,7.15
1639,C,3,12220,14.76
1640,D,4,1147,10.13
1641,D,4,1100,9.95
1642,C,3,22099,15.61
1643,D,4,1526,10
1644,C,3,11932,17.61
1645,C,3,13045,18.32
1646,C,3,11148,17.38
1647,C,3,27475,15.82
1648,B,2,485,2.91
1649,C,3,3544,13.29
1650,B,2,4120,2.37
1651,C,3,10518,11.47
1652,D,4,1131,11.19
1653,B,2,3850,3.2
1654,C,3,19619,18.06
1655,B,2,2654,1.74
1656,D,4,829,9.88
1657,C,3,10097,14.37
1658,A,1,46060,6.19
1659,C,3,10327,16.69
1660,B,2,844,4.13
1661,D,4,1347,9.17
1662,B,2,2653,2.97
1663,A,1,57752,10.77
1664,A,1,47849,4.92
1665,C,3,14118,16.93
1666,A,1,57196,4.32
1667,C,3,15927,20.25
1668,D,4,339,9.22
1669,C,3,14003,19.41
1670,D,4,347,10.57
1671,C,3,13485,13.99
1672,D,4,752,6.4
1673,D,4,866,8.77
1674,A,1,49184,6.91
1675,D,4,1358,12.09
1676,B,2,4805,4.32
1677,D,4,145,12.85
1678,C,3,17525,18.9
1679,C,3,12764,12.61
1680,C,3,10277,13.87
1681,C,3,19279,18.66
1682,C,3,18826,14.97
1683,D,4,535,9.41
1684,D,4,627,11.4
1685,B,2,624,4.05
1686,D,4,1666,12.14
1687,B,2,3138,4
1688,A,1,51792,9.5
1689,D,4,1296,9.03
1690,D,4,1545,10.7
1691,A,1,51286,6.87
1692,C,3,10218,12.3
1693,C,3,11491,14.05
1694,A,1,47492,4.43
1695,C,3,15063,18.82
1696,B,2,2105,4.2
1697,A,1,47910,4.5
1698,B,2,4208,2.66
1699,C,3,9973,16.91
1700,B,2,3577,3.5
1701,D,4,158,7.72
1702,D,4,1319,7.75
1703,C,3,23432,12.07
1704,C,3,16562,17.41
1705,D,4,769,8.63
1706,D,4,789,8.12
1707,D,4,1421,9.23
1708,C,3,10523,17.51
1709,C,3,12945,16.03
1710,B,2,2462,4.31
1711,D,4,839,12.8
1712,B,2,2748,2.79
1713,A,1,42567,6.28
1714,C,3,17331,11.12
1715,B,2,500,2.73
1716,A,1,50515,5.89
1717,B,2,863,3.3
1718,A,1,48537,5.34
1719,B,2,297,4.22
1720,B,2,4558,3.25
1721,A,1,49831,5
1722,B,2,801,3.57
1723,C,3,18059,18.73
1724,C,3,8263,13.73
1725,D,4,1127,7.86
1726,C,3,19039,21.35
1727,B,2,681,3.75
1728,B,2,512,2.11
1729,B,2,3696,3.98
1730,D,4,389,11.68
1731,C,3,18491,17.47
1732,A,1,48374,11.07
1733,D,4,806,7.63
1734,D,4,369,10.66
1735,B,2,1069,3
1736,A,1,53275,9.42
1737,C,3,26853,17.54
1738,A,1,43198,4.97
1739,B,2,3078,1.82
1740,A,1,45051,6.43
1741,A,1,49935,7.42
1742,D,4,292,9.39
1743,B,2,506,2.13
1744,D,4,916,10.18
1745,C,3,9504,13.92
1746,C,3,25203,15.54
1747,D,4,1089,9.77
1748,C,3,19047,19.41
1749,D,4,1155,12.73
1750,D,4,166,10.02
1751,C,3,9840,18.27
1752,D,4,881,6.74
1753,C,3,12604,13.52
1754,A,1,47087,6.2
1755,A,1,52692,7.44
1756,C,3,20392,17.2
1757,A,1,52250,9.46
1758,B,2,1131,2
1759,A,1,41474,5.8
1760,C,3,6418,20.93
1761,B,2,2436,3.16
1762,A,1,44086,7.08
1763,C,3,20061,18.18
1764,A,1,47401,7.98
1765,C,3,19875,14.69
1766,C,3,12139,13.54
1767,A,1,48664,7.44
1768,A,1,53770,7.23
1769,C,3,7131,22.75
1770,B,2,647,3.04
1771,C,3,20223,17.27
1772,D,4,934,9.25
1773,B,2,3140,3.85
1774,C,3,11924,16.08
1775,B,2,3648,2.61
1776,B,2,2751,3.41
1777,C,3,21215,19.78
1778,D,4,333,10.03
1779,A,1,48398,6.08
1780,B,2,2355,2.68
1781,B,2,2600,4.86
1782,B,2,4717,3.72
1783,B,2,3209,3.05
1784,D,4,1602,12.12
1785,B,2,2070,2.73
1786,B,2,2516,2.71
1787,B,2,1066,3.06
1788,A,1,44538,5.17
1789,A,1,44433,5.31
1790,C,3,12298,18.66
1791,A,1,53714,6.88
1792,C,3,19005,15.83
1793,C,3,16461,13.8
1794,B,2,381,2.11
1795,D,4,734,13.07
1796,A,1,50595,4.67
1797,B,2,3541,2.52
1798,C,3,12096,14.55
1799,D,4,1464,13.34
1800,B,2,827,3.98
1801,C,3,19700,17.41
1802,A,1,53599,10.64
1803,B,2,1178,3.9
1804,A,1,45091,7.36
1805,C,3,16913,15.8
1806,C,3,13903,22.82
1807,A,1,55052,10.48
1808,B,2,5088,0.94
1809,A,1,48514,5.18
1810,C,3,17654,14.34
1811,A,1,53011,5.69
1812,D,4,1694,10.02
1813,A,1,51745,8.42
1814,C,3,14778,16.61
1815,D,4,1135,10.78
1816,A,1,50579,7.97
1817,D,4,1087,8.71
1818,A,1,50259,5.03
1819,B,2,3970,3.09
1820,B,2,2915,3.68
1821,B,2,817,3.21
1822,D,4,1217,7.39
1823,B,2,3189,1.22
1824,D,4,961,12.82
1825,B,2,1407,4.4
1826,D,4,1391,14.76
1827,A,1,57585,5.1
1828,B,2,6811,2.62
1829,D,4,276,12.8
1830,B,2,191,3.2
1831,C,3,23865,17.68
1832,D,4,227,9.18
1833,D,4,366,8.81
1834,C,3,17651,15.63
1835,A,1,55157,8.97
1836,A,1,54875,6.33
1837,A,1,50187,7.29
1838,C,3,9267,18.14
1839,A,1,48189,7.48
1840,D,4,463,13.16
1841,B,2,162,2.58
1842,C,3,16142,16.61
1843,C,3,9567,12.53
1844,C,3,10947,12.18
1845,B,2,3763,3.29
1846,B,2,1423,1.81
1847,C,3,9102,17.04
1848,A,1,41995,4.54
1849,A,1,51325,6.83
1850,C,3,17836,17.51
1851,D,4,974,8.92
1852,B,2,5344,3.34
1853,C,3,20009,14.27
1854,B,2,1301,2.95
1855,A,1,48854,9.99
1856,B,2,6489,2.38
1857,C,3,11654,14.58
1858,C,3,10358,15.15
1859,B,2,1937,4.85
1860,B,2,1846,2.86
1861,C,3,13898,22.24
1862,C,3,17584,20.41
1863,A,1,50550,5.06
1864,C,3,21123,15.16
1865,B,2,2527,2.16
1866,A,1,51809,3.04
1867,B,2,4079,3.5
1868,D,4,288,11.19
1869,C,3,11359,21.02
1870,B,2,2275,2.56
1871,A,1,48874,5.98
1872,B,2,2765,3.54
1873,A,1,51835,4.93
1874,B,2,5071,4.1
1875,D,4,321,9.48
1876,A,1,49601,6.84
1877,D,4,877,12.2
1878,C,3,16541,9.93
1879,B,2,2421,2.59
1880,C,3,9930,16.51
1881,B,2,3070,5.11
1882,B,2,1738,2.95
1883,B,2,3775,3.38
1884,C,3,14623,16.21
1885,A,1,55663,5.54
1886,B,2,1401,4.47
1887,B,2,2403,4.64
1888,A,1,51385,7.39
1889,C,3,15607,9.8
1890,A,1,51655,5.25
1891,B,2,2134,3.11
1892,A,1,52327,6.25
1893,D,4,1065,7.06
1894,B,2,1879,3.24
1895,B,2,1051,3.93
1896,D,4,831,12.85
1897,A,1,50635,4.38
1898,B,2,1009,2.47
1899,A,1,52257,5.38
1900,D,4,1157,8.28
1901,D,4,1664,9.55
1902,D,4,1322,9.48
1903,A,1,55223,5.87
1904,A,1,50350,8.75
1905,A,1,52600,8.75
1906,D,4,123,6.5
1907,D,4,1333,9.66
1908,C,3,22861,16.9
1909,A,1,50528,4.89
1910,D,4,729,7.55
1911,B,2,3276,4.66
1912,D,4,1054,10.2
1913,B,2,2966,1.96
1914,D,4,361,9.51
1915,D,4,1384,9.07
1916,D,4,1479,10.25
1917,C,3,14349,13.82
1918,B,2,1467,4.56
1919,B,2,2872,2.16
1920,B,2,5484,2.56
1921,D,4,461,9.92
1922,C,3,21364,13.22
1923,D,4,1024,8.83
1924,C,3,18864,15.02
1925,A,1,48211,10.57
1926,A,1,52687,7.36
1927,A,1,44373,5.74
1928,D,4,1260,5.21
1929,D,4,1329,11.17
1930,A,1,49724,6.77
1931,C,3,23594,13.17
1932,B,2,3326,3.26
1933,D,4,238,11.54
1934,B,2,2987,2.28
1935,C,3,18947,15.96
1936,C,3,16973,11.58
1937,A,1,46378,3.41
1938,B,2,1067,5.17
1939,C,3,19904,19.14
1940,C,3,11829,14.71
1941,B,2,6158,3.05
1942,C,3,16321,20.17
1943,D,4,82,11.05
1944,C,3,11200,17.46
1945,B,2,3137,2.22
1946,A,1,51348,8.16
1947,B,2,3438,1.68
1948,C,3,7542,14.63
1949,C,3,12873,13.39
1950,A,1,45771,2.75
1951,D,4,1009,9.62
1952,A,1,57109,7.94
1953,D,4,1211,8.78
1954,C,3,15545,20.07
1955,B,2,2443,4.72
1956,B,2,2822,2.98
1957,D,4,475,8.95
1958,A,1,45027,4.06
1959,C,3,24839,20.78
1960,A,1,51420,7.24
1961,B,2,3067,2.86
1962,B,2,1364,2.89
1963,C,3,15575,18.53
1964,A,1,43545,3.13
1965,D,4,1578,5.6
1966,A,1,51067,3.65
1967,B,2,2528,2.08
1968,B,2,746,2.77
1969,C,3,13745,15.8
1970,B,2,4834,3.02
1971,D,4,542,8.88
1972,B,2,542,3.49
1973,B,2,3402,3.32
1974,D,4,1391,10.91
1975,D,4,535,6.91
1976,D,4,455,11.33
1977,C,3,13885,13.49
1978,A,1,49174,6.2
1979,C,3,12296,12.91
1980,D,4,486,7.93
1981,C,3,11190,16.93
1982,C,3,14616,19.07
1983,A,1,52274,5.23
1984,A,1,51386,3.28
1985,D,4,362,9.83
1986,C,3,15277,15.76
1987,B,2,2013,3.09
1988,C,3,21127,15.68
1989,A,1,46825,4.99
1990,B,2,1865,3.34
1991,C,3,18685,10.53
1992,C,3,16237,14.67
1993,A,1,43027,7.33
1994,D,4,1763,7.63
1995,B,2,1374,2.99
1996,D,4,347,9.85
1997,D,4,1500,10.22
1998,D,4,1091,13.41
1999,B,2,3206,4.28
2000,D,4,644,7.63
2001,C,3,16066,8.86
2002,D,4,99,8.82
2003,C,3,14580,13.89
2004,D,4,787,10.88
2005,C,3,17683,19.55
2006,D,4,413,10.78
2007,C,3,9938,15.06
2008,C,3,324,20.7
2009,A,1,52643,8.72
2010,C,3,15143,16.4
2011,B,2,2384,2.42
2012,C,3,20916,18.67
2013,A,1,50776,8
2014,D,4,524,6.81
2015,B,2,802,4.53
2016,B,2,3090,3.72
2017,D,4,1506,7.99
2018,D,4,956,9.23
2019,A,1,51401,6.66
2020,B,2,1122,3.09
2021,C,3,15575,16.9
2022,A,1,48952,7.04
2023,C,3,18600,12.42
2024,B,2,2415,1.88
2025,A,1,49914,8.84
2026,A,1,50203,7.14
2027,D,4,713,10.59
2028,D,4,1276,10.81
2029,A,1,51768,7.05
2030,B,2,839,3.07
2031,C,3,8763,18.02
2032,D,4,410,9.56
2033,C,3,14036,19.15
2034,A,1,50508,7.27
2035,D,4,1143,9.06
2036,A,1,44624,5.11
2037,B,2,2773,4.34
2038,D,4,550,8.41
2039,B,2,2063,1.76
2040,C,3,12636,9.25
2041,A,1,48217,5.97
2042,C,3,15546,13.86
2043,D,4,1809,11.26
2044,B,2,3003,4.44
2045,A,1,49771,8.41
2046,B,2,1534,3.13
2047,B,2,3383,3.02
2048,A,1,52803,6.2
2049,B,2,2058,4.95
2050,D,4,875,7.8
2051,B,2,3433,4.01
2052,B,2,1689,5.14
2053,C,3,9179,19.44
2054,D,4,1220,10.81
2055,C,3,16120,19.96
2056,B,2,1624,3.54
2057,A,1,53041,6.1
2058,D,4,1008,9.47
2059,C,3,11108,13.57
2060,D,4,764,12.41
2061,A,1,54672,8.21
2062,C,3,2220,18.06
2063,A,1,48061,4.46
2064,D,4,1842,9.92
2065,B,2,3260,2.9
2066,C,3,25357,17.39
2067,C,3,15366,20.55
2068,D,4,1209,12.46
2069,B,2,2092,2.93
2070,B,2,96,4.24
2071,D,4,818,11.4
2072,B,2,4541,2.93
2073,D,4,970,8.85
2074,C,3,18354,10.35
2075,A,1,45044,6.8
2076,B,2,748,2.66
2077,D,4,1645,11.76
2078,A,1,49684,7.91
2079,B,2,32,4.25
2080,A,1,47309,9.13
2081,D,4,1066,9.32
2082,A,1,49993,8.96
2083,B,2,3476,3.36
2084,A,1,47406,5.58
2085,A,1,48438,5.32
2086,B,2,3533,3.14
2087,A,1,50247,6.77
2088,D,4,859,11.13
2089,C,3,20891,12.35
2090,D,4,321,12.19
2091,C,3,13721,15.78
2092,A,1,49881,8.11
2093,B,2,3285,4.2
2094,D,4,696,12.03
2095,B,2,2520,4.46
2096,C,3,8348,9.06
2097,C,3,20425,15.64
2098,D,4,1028,10.96
2099,B,2,2671,2.26
